practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference
A81056,12,12,12,28446.0,2370.5,0.7575757575757576,503.0,372.0,131.0,0.0,17.68262673135063,0.7395626242544732,0.26043737574552683,0.0,0.0,6.252405703827668,14593,13598,356,639,9550,3700,0,15,1328,0,4025,1259,4498,2415,1079,850,467,2396,0,0,513.0071011741545,0.024395258000411157,0.654423353662715,0.2535462207907901,0.27581717261700817,0.08627424107448776,0.3082299732748578,0.39450421434934557,0.1654903035702049,0.6703213869663537,0.16418830946344137,97.77317063192771,0,0,0
A81057,12,12,12,119968.0,9997.333333333334,0.5450691430301807,6277.0,4035.0,2242.0,0.0,52.322285942918114,0.6428230046200414,0.35717699537995856,0.0,0.0,7.75129583543897,62003,57606,1945,2452,39580,7290,12773,51,2309,0,22289,5584,14711,11603,3501,1248,703,5452,2364,0,516.8294878634302,0.031369449865329094,0.6383562085705531,0.11757495605051368,0.3594826056803703,0.09006015837943325,0.23726271309452768,0.32732287147396094,0.18713610631743624,0.6868054771543313,0.08793122913407415,75.96485425557502,0,0,0
A81058,12,12,12,110799.0,9233.25,0.23853409953377425,25937.0,23818.0,2119.0,0.0,234.090560384119,0.9183020395573891,0.08169796044261095,0.0,0.0,31.43356980463164,76754,48589,2525,25640,36798,12442,22724,2880,1910,0,43321,2895,9682,11001,5733,2103,1213,9049,806,0,692.7318838617678,0.03289730828360737,0.4794277822654194,0.1621023008572843,0.5644135810511505,0.037717903952888446,0.12614326289183625,0.16386116684472468,0.1433280350209761,0.7282747478958751,0.1178961357062824,70.77897915826776,0,0,0
A81060,12,12,12,75766.0,6313.833333333333,1.1089987325728772,14487.0,11480.0,3007.0,0.0,191.2071377662804,0.7924345965348243,0.20756540346517569,0.0,0.0,30.869056702369196,50489,43956,1201,5332,23009,4596,22264,8,612,0,28234,2262,8255,6707,3090,1251,689,5030,1,0,666.3806984663305,0.023787359622888155,0.4557230287785458,0.091029729247955,0.5592109172294956,0.04480183802412407,0.16350096060528035,0.20830279862940443,0.13284081681158272,0.7675137158588999,0.09962566103507695,70.34155029777261,0,0,0
A81063,12,12,12,64295.0,5357.916666666667,0.27901785714285715,1195.0,835.0,360.0,0.0,18.58620421494673,0.698744769874477,0.301255230125523,0.0,0.0,4.157269600507902,31976,28558,1424,1994,21431,9907,2,46,590,0,10965,2948,6862,4554,2539,1793,2314,6646,1,0,497.3326075122482,0.04453340005003753,0.6702214160620465,0.30982611958969225,0.3429134350763072,0.0921941456092069,0.21459844883662746,0.30679259444583434,0.1424193144858644,0.6497060295221416,0.20784338253690268,67.38847797011431,0,0,0
A81064,12,12,12,99164.0,8263.666666666666,1.270878721859114,21148.0,17361.0,3787.0,0.0,213.26287765721432,0.8209286930206167,0.1790713069793834,0.0,0.0,29.273935886062564,57623,53044,2080,2499,46387,10138,0,312,786,0,33723,3404,6839,4302,3663,3489,2190,9342,13,0,581.0878948005325,0.03609669749926245,0.8050084167780227,0.17593669194592437,0.5852350623882825,0.059073633792062194,0.11868524721031533,0.17775888100237752,0.07465768877010916,0.76299394339066,0.16212276347986046,48.92015368496348,0,0,0
A81066,12,12,12,65851.0,5487.583333333333,0.4426410918480265,1699.0,1075.0,624.0,0.0,25.800671212282275,0.6327251324308417,0.36727486756915834,0.0,0.0,3.94030180147865,28481,26276,892,1313,23274,2802,1012,0,1393,0,7889,1951,4940,4661,4371,3298,1370,9039,1,0,432.50671971572183,0.031319125030722234,0.8171763631894947,0.0983813770583898,0.2769916786629683,0.06850180822302587,0.1734489659773182,0.24195077420034408,0.1636529616235385,0.5189424528633124,0.31736947438643304,48.08152922234213,0,0,0
A81067,12,12,12,130499.0,10874.916666666666,1.0168859035357776,4322.0,2658.0,1664.0,0.0,33.11902773201327,0.6149930587690884,0.3850069412309116,0.0,0.0,6.268818155606288,60999,54898,1979,4122,49015,9364,9,800,1811,0,26869,4488,13299,8327,3121,1736,3159,8016,0,0,467.4288691867371,0.03244315480581649,0.8035377629141461,0.15351071329038182,0.44048263086280104,0.0735749766389613,0.21801996754045147,0.2915949441794128,0.13651043459728848,0.7320775750422138,0.13141199036049772,35.57926494867671,0,0,0
A81070,12,12,12,74101.0,6175.083333333333,0.3555268261150614,229.0,180.0,49.0,0.0,3.09037664808842,0.7860262008733624,0.21397379912663755,0.0,0.0,2.398540274875659,30657,28861,944,852,20281,7802,2002,2,570,0,12712,1809,4990,5664,2660,1632,1190,5482,0,0,413.71911310238727,0.030792314968848877,0.6615454871644323,0.2544932641811006,0.4146524447923802,0.05900773069771993,0.1627686988289787,0.22177642952669863,0.18475388981309326,0.6364288743190788,0.1788172358678279,27.39801080762529,0,0,0
A81602,12,12,12,26427.0,2202.25,0.8558558558558558,264.0,173.0,91.0,0.0,9.989783176296969,0.6553030303030303,0.3446969696969697,0.0,0.0,3.903988747337134,12017,11277,326,414,8633,2663,445,0,276,0,3060,1588,3455,2352,1070,388,93,1551,11,0,454.7243349604571,0.027128235000416077,0.7183989348423068,0.221602729466589,0.2546392610468503,0.1321461263210452,0.2875093617375385,0.41965548805858366,0.1957227261379712,0.674294749105434,0.12906715486394274,84.1880900717612,0,0,0
A81608,12,12,12,202430.0,16869.166666666668,8.25944068952688,2136.0,569.0,1567.0,0.0,10.551795682458133,0.2663857677902622,0.7336142322097379,0.0,0.0,4.591796736157809,115847,102332,2959,10556,48364,52809,10202,363,4109,0,58464,15871,21049,7668,4022,3517,5245,12784,11,0,572.2817764165391,0.02554231011592877,0.4174816784206756,0.4558512520824881,0.5046656365723756,0.1369996633490725,0.1816965480331817,0.3186962113822542,0.06619075159477587,0.8233618479546299,0.11035244762488454,49.886874111966954,0,0,0
A81610,12,12,12,94063.0,7838.583333333333,0.5868844092880837,2459.0,1572.0,887.0,0.0,26.14205372994695,0.6392842618950793,0.3607157381049207,0.0,0.0,16.472989224014103,41146,36829,2437,1880,29345,10009,567,312,913,0,13603,2806,9429,5382,4374,3504,2001,9879,47,0,437.43023292899437,0.0592281145190298,0.7131920478296797,0.2432557235211199,0.33060321780975066,0.06819617945851358,0.22915957808778495,0.2973557575462985,0.13080250814173916,0.6279589753560492,0.24009624264813104,63.59652964907975,0,0,0
A81611,12,12,12,114582.0,9548.5,0.5612722170252572,5881.0,4385.0,1496.0,0.0,51.32568815346215,0.745621492943377,0.254378507056623,0.0,0.0,8.262451638885933,102560,97514,2471,2575,41708,57652,1272,1924,4,0,72870,3878,9883,7244,3358,2034,3195,8587,98,0,895.0795063797106,0.024093213728549143,0.40666926677067083,0.5621294851794072,0.7105109204368175,0.03781201248049922,0.09636310452418097,0.13417511700468018,0.07063182527301091,0.8446860374414976,0.08372659906396256,112.59802934007656,0,0,0
A81612,12,12,12,48977.0,4081.4166666666665,1.1726546906187625,904.0,403.0,501.0,0.0,18.45764338362905,0.44579646017699115,0.5542035398230089,0.0,0.0,4.165043197090937,26790,23986,1425,1379,19598,4629,920,76,1567,0,7440,1040,4221,4634,4260,3084,2005,9349,106,0,546.9914449639626,0.05319148936170213,0.7315416200074655,0.17278835386338187,0.2777155655095185,0.03882045539380366,0.15755879059350503,0.1963792459873087,0.17297499066815977,0.4740948114968272,0.34897349757372154,55.79121122498296,0,0,0
A81618,12,12,12,119286.0,9940.5,0.2716024544814405,2990.0,1987.0,1003.0,0.0,25.06580822560904,0.6645484949832776,0.3354515050167224,0.0,0.0,4.247348138744088,65413,59988,2661,2764,47072,12915,2426,2958,42,0,24187,4713,15664,9749,3652,2681,4759,11092,8,0,548.3711416260081,0.04067998715851589,0.7196123094797671,0.19743781817070002,0.36975830492409767,0.0720498983382508,0.2394631036644092,0.31151300200266,0.14903765306590433,0.6812713069267576,0.16956874015868406,80.2465398447477,0,0,0
A81621,12,12,12,33374.0,2781.1666666666665,0.5025125628140703,450.0,354.0,96.0,0.0,13.483550068915923,0.7866666666666666,0.21333333333333335,0.0,0.0,4.7352490181242235,14391,11868,1211,1312,9907,3973,33,1,477,0,5323,1011,2651,1713,1147,857,1683,3687,6,0,431.2039312039312,0.08414981585713294,0.6884163713432007,0.27607532485581265,0.3698839552498089,0.0702522409839483,0.18421235494406227,0.2544645959280106,0.11903272878882636,0.6243485511778195,0.25620179278715866,62.11619864802058,0,0,0
A81622,12,12,12,67586.0,5632.166666666667,0.6538257642693055,251.0,142.0,109.0,0.0,3.7137868789394255,0.5657370517928287,0.4342629482071713,0.0,0.0,2.9480565257794726,32539,29829,1760,950,24974,6120,897,93,455,0,11093,1712,5177,6863,4204,2023,1443,7670,24,0,481.445861568964,0.05408893942653431,0.7675097575217431,0.1880819939149943,0.34091398014690066,0.05261378653308338,0.1591013860290728,0.2117151725621562,0.21091613141153692,0.5526291527090568,0.23571713943268077,55.77799947687101,0,0,0
A81629,12,12,12,117966.0,9830.5,45.46968225336479,1562.0,1076.0,486.0,0.0,13.241103368767272,0.6888604353393086,0.3111395646606914,0.0,0.0,3.3627121963231783,49359,42396,3521,3442,42638,5533,0,8,1180,0,11338,3561,16053,9866,3694,2811,2032,8537,4,0,418.4171710492854,0.07133450839765798,0.863834356449685,0.11209708462489111,0.22970481573775806,0.07214489758706619,0.3252294414392512,0.39737433902631736,0.19988249356753582,0.6270791547640755,0.17295731274944792,53.05756955722195,0,0,0
A81631,12,12,12,89881.0,7490.083333333333,0.26493575307987816,4158.0,2290.0,1868.0,0.0,46.26116754375229,0.5507455507455508,0.44925444925444924,0.0,0.0,9.299355213786074,48808,44924,1682,2202,40448,1533,5584,148,1095,0,16476,1771,5435,14808,6503,2643,1165,10311,7,0,543.0291162759648,0.03446156367808556,0.8287166038354368,0.03140878544500902,0.3375676118669071,0.03628503524012457,0.11135469595148337,0.14763973119160795,0.3033928864120636,0.485207343058515,0.21125635141780036,96.41809727655533,0,0,0
A82003,12,12,12,143327.0,11943.916666666666,0.19279128248114,32475.0,25756.0,6719.0,0.0,226.57977910651866,0.7931023864511162,0.20689761354888375,0.0,0.0,18.62157922620334,49560,44522,2866,2172,39949,9266,0,343,2,0,8136,3287,12102,7085,6700,5558,6690,18948,2,0,345.78272063184187,0.05782889426957224,0.8060734463276836,0.18696529459241323,0.16416464891041163,0.06632364810330912,0.24418886198547216,0.3105125100887813,0.14295803066989507,0.4746771589991929,0.38232445520581115,48.25471925792462,0,0,0
A82004,12,12,12,26495.0,2207.9166666666665,0.765420981539847,65.0,29.0,36.0,0.0,2.453293074164937,0.4461538461538462,0.5538461538461539,0.0,0.0,0.9512864676662854,17383,15781,457,1145,11985,2418,2523,457,0,0,5597,2058,4816,1696,884,772,1542,3198,18,0,656.0860539724476,0.02629005350054651,0.6894667203589714,0.13910142092849337,0.32198124604498646,0.11839153195650923,0.27705229246965424,0.39544382442616344,0.09756658804579187,0.71742507047115,0.18397284703445896,103.12401794116573,0,0,0
A82005,12,12,12,69513.0,5792.75,0.9885535900104058,920.0,501.0,419.0,0.0,13.234934472688561,0.5445652173913044,0.45543478260869563,0.0,0.0,2.612757440979729,29814,27496,930,1388,23850,5316,0,648,0,0,8647,2009,5694,5386,3857,2432,1783,8072,6,0,428.8981917051487,0.031193399074260414,0.7999597504528074,0.1783054940631918,0.29003152881196753,0.06738445025826793,0.19098410142885894,0.25836855168712686,0.18065338431609312,0.5484000804990944,0.2707452874488495,54.194056290507895,0,0,0
A82006,12,12,12,61705.0,5142.083333333333,0.2915451895043732,3478.0,2252.0,1226.0,0.0,56.364962320719556,0.6474985623921794,0.3525014376078206,0.0,0.0,8.588443993084768,48763,46008,894,1861,21614,15065,11031,1036,17,0,27524,4372,7868,4077,1619,1068,2214,4901,21,0,790.2601085811523,0.018333572585772,0.4432459036564608,0.3089432561573324,0.5644443533006583,0.0896581424440662,0.16135184463630212,0.2510099870803683,0.08360847363779915,0.8154543403810266,0.10050653159157558,96.93995717402659,0,0,0
A82007,12,12,12,137650.0,11470.833333333334,0.18302248561966183,3112.0,2019.0,1093.0,0.0,22.6080639302579,0.6487789203084833,0.3512210796915167,0.0,0.0,4.911856716942746,69274,60630,4425,4219,46281,18416,2392,1546,639,0,22470,4422,12169,10734,8183,6210,5080,19473,6,0,503.2618961133309,0.06387677916678697,0.6680861506481508,0.26584288477639517,0.3243641192943962,0.06383347287582643,0.1756647515662442,0.23949822444207064,0.154949909056789,0.5638623437364668,0.28110113462482317,75.21424038975823,0,0,0
A82008,12,12,12,144815.0,12067.916666666666,0.4714640198511167,20536.0,16994.0,3542.0,0.0,141.80851431136279,0.8275223996883522,0.17247760031164783,0.0,0.0,29.03872399589802,54012,48339,3719,1954,35450,15707,0,2820,35,0,16422,2154,11238,8567,6266,4186,5177,15629,2,0,372.97241307875566,0.06885506924387173,0.656335629119455,0.2908057468710657,0.30404354587869364,0.03988002666074206,0.20806487447233948,0.24794490113308154,0.15861290083685106,0.5519884470117752,0.28936162334296084,52.30323734325864,0,0,0
A82009,12,12,12,110339.0,9194.916666666666,0.422580994690649,28018.0,21889.0,6129.0,0.0,253.92653549515583,0.78124776929117,0.21875223070883004,0.0,0.0,23.33219152110183,61752,56130,2929,2693,32604,26852,1622,674,0,0,32539,2068,7433,8258,3394,3143,4917,11454,0,0,559.6570568883169,0.04743166213240057,0.5279828993392927,0.43483611866822125,0.5269303018525716,0.03348879388521829,0.12036857105842726,0.15385736494364555,0.13372846223604093,0.6807876667962172,0.18548387096774194,72.3729294289314,0,0,0
A82010,12,12,12,80857.0,6738.083333333333,0.7415097137772505,1046.0,508.0,538.0,0.0,12.936418615580592,0.48565965583174,0.51434034416826,0.0,0.0,4.077923374890039,39561,37108,1611,842,28279,6053,3429,1639,161,0,11973,4370,10005,8440,3240,998,534,4772,1,0,489.27118245791956,0.04072192310608933,0.7148201511589697,0.15300422132908673,0.3026465458406006,0.11046232400596546,0.25290058390839465,0.3633629079143601,0.21334142210763124,0.6660094537549607,0.12062384671772705,42.094419384002656,0,0,0
A82012,12,12,12,200828.0,16735.666666666668,0.1792221757572137,50763.0,40702.0,10061.0,0.0,252.7685382516382,0.8018044638811733,0.1981955361188267,0.0,0.0,21.093248337433657,104006,95297,3655,5054,69185,27692,4452,2379,298,0,43814,8754,22457,13063,8228,5379,2236,15843,75,0,517.8859521580656,0.035142203334423014,0.665202007576486,0.26625386996904027,0.42126415783704785,0.08416822106416938,0.21592023537103627,0.30008845643520565,0.12559852316212528,0.7213526142722535,0.1523277503220968,50.97151695163684,0,0,0
A82013,12,12,12,77988.0,6499.0,0.46153846153846156,3557.0,2900.0,657.0,0.0,45.60958096117351,0.8152937868990723,0.18470621310092775,0.0,0.0,7.09104553496234,60947,56970,1301,2676,42525,14040,2338,1905,139,0,26224,3495,8633,7028,4318,3197,8044,15559,8,0,781.4920244140125,0.021346415738264395,0.6977373783779349,0.23036408682954043,0.4302754852576829,0.057344906230003115,0.14164766108257995,0.19899256731258308,0.11531330500270727,0.629268052570266,0.2552873808390897,88.4507024036559,0,0,0
A82014,12,12,12,51057.0,4254.75,0.5434782608695652,1957.0,1388.0,569.0,0.0,38.32970993203674,0.7092488502810425,0.2907511497189576,0.0,0.0,4.26588043829092,38877,36302,743,1832,26449,7826,3928,545,129,0,14766,3202,8048,4995,2997,1996,2871,7864,2,0,761.4430930136906,0.019111556961699718,0.680325127967693,0.20130154075674564,0.3798132571957713,0.08236232219564267,0.20701185791084703,0.2893741801064897,0.12848213596728142,0.6691874373022609,0.202278982431772,126.47660487295198,0,0,0
A82015,12,12,12,161101.0,13425.083333333334,0.43406675647358184,6836.0,4088.0,2748.0,0.0,42.433007864631506,0.5980105324751317,0.40198946752486836,0.0,0.0,4.240875850234742,70879,62296,3896,4687,49264,17135,2286,2184,10,0,26949,5476,13178,9171,7132,4688,4231,16051,54,0,439.96623236354833,0.0549669154474527,0.6950436659659419,0.2417500246899646,0.3802113460968693,0.07725842633219995,0.18592248761974633,0.2631809139519463,0.12938952298988418,0.6433922600488156,0.22645635519688484,38.52693686229101,0,0,0
A82016,12,12,12,486168.0,40514.0,0.3677114340745929,113742.0,101460.0,12282.0,0.0,233.95616330157478,0.892018779342723,0.107981220657277,0.0,0.0,30.56342001186656,235034,209218,11764,14052,157628,66795,0,10605,6,0,67699,22246,43042,31857,22849,16474,30842,70165,25,0,483.4419377663688,0.050052332853970066,0.6706604150888807,0.28419292527889584,0.28803917731051676,0.09465013572504404,0.18313095126662526,0.2777810869916693,0.1355420917824655,0.565820264302186,0.29853127632597837,57.88790724980661,0,0,0
A82018,12,12,12,163859.0,13654.916666666666,0.3085512782838672,44310.0,36808.0,7502.0,0.0,270.4154181338834,0.8306928458587226,0.16930715414127737,0.0,0.0,19.951685652171225,116383,105140,7891,3352,37488,77153,0,1737,5,0,79413,6071,10544,7505,3921,2879,6016,12816,34,0,710.2630920486516,0.06780199857367485,0.3221088990660148,0.6629232791730751,0.6823419227894109,0.05216397583839564,0.09059742402240877,0.1427613998608044,0.06448536298256619,0.8251033226502152,0.11011917548095512,71.39344848238653,0,0,0
A82020,12,12,12,184266.0,15355.5,0.6506761929063537,17081.0,13571.0,3510.0,0.0,92.69751337740006,0.7945085182366372,0.2054914817633628,0.0,0.0,26.463927729183556,83182,66018,2864,14300,47560,20863,1493,1765,11501,0,27996,8570,20748,10982,6220,3765,4795,14780,106,0,451.42348561318965,0.03443052583491621,0.5717583130965834,0.2508114736361232,0.33656319876896446,0.10302709720853069,0.2494289629968022,0.3524560602053329,0.13202375513933304,0.6890192589742973,0.17768267173186506,39.9720236023001,0,0,0
A82021,12,12,12,217071.0,18089.25,0.5106288505300549,45292.0,38051.0,7241.0,0.0,208.650625832101,0.8401262916188289,0.15987370838117107,0.0,0.0,20.157724995194382,96141,88673,3105,4363,70107,16698,5756,2494,1086,0,27285,8327,21446,11977,9329,9324,8428,27081,25,0,442.90117058473953,0.03229631478765563,0.7292102224857241,0.17368240396917028,0.28380191593596904,0.08661237141282076,0.22306820191177543,0.3096805733245962,0.1245774435464578,0.5934824892605652,0.28168003245233564,46.168437126219345,0,0,0
A82022,12,12,12,62038.0,5169.833333333333,0.37008180755746006,941.0,629.0,312.0,0.0,15.168122763467553,0.6684378320935175,0.33156216790648246,0.0,0.0,2.410484699157684,31716,30327,814,575,18298,12325,656,437,0,0,11753,2143,7690,4047,1705,1380,2996,6081,2,0,511.23504948579904,0.025665279354269138,0.5769327784083743,0.38860512044393997,0.37057005927607517,0.0675684197250599,0.2424643712952453,0.31003279102030523,0.12760121074536512,0.6806028502963803,0.1917328793038214,82.7977731965755,0,0,0
A82023,12,12,12,77497.0,6458.083333333333,0.8581060373889058,9365.0,7460.0,1905.0,0.0,120.8433874859672,0.7965830218900161,0.203416978109984,0.0,0.0,24.583706839741595,54767,46500,1788,6479,25070,15569,10850,800,2478,0,26544,4529,9404,4801,3100,2057,4331,9488,1,0,706.6983238060828,0.03264739715522121,0.45775740865849873,0.284277028137382,0.4846714262238209,0.08269578395749265,0.17170924096627532,0.254405024923768,0.087662278379316,0.7390764511475889,0.17324301130242664,82.91177129007707,0,0,0
A82024,12,12,12,71313.0,5942.75,0.38707505890272637,587.0,238.0,349.0,0.0,8.231318272965659,0.40545144804088584,0.5945485519591142,0.0,0.0,1.8602975706289853,36334,33912,997,1425,22647,5513,7128,371,675,0,16253,1973,5415,4145,2503,2816,3221,8540,8,0,509.50037160125083,0.027439863488743325,0.6233004898992679,0.15173116089613034,0.44732206748500025,0.054301755931083835,0.14903396267958385,0.20333571861066768,0.1140804755876039,0.6506577860956679,0.23504155887047945,82.1843771109379,0,0,0
A82025,12,12,12,140841.0,11736.75,0.4725085910652921,4372.0,1529.0,2843.0,0.0,31.04209711660667,0.3497255260750229,0.6502744739249772,0.0,0.0,3.9401804372151834,60932,55726,2137,3069,43334,15056,0,2542,0,0,18376,2642,7984,9298,5981,4452,12155,22588,44,0,432.62970299841663,0.03507188341101556,0.7111862403991335,0.24709512243156306,0.3015820915118493,0.043359810936781984,0.13103131359548348,0.17439112453226546,0.15259633690015098,0.47597321604411474,0.3707083305980437,69.96942534583921,0,0,0
A82026,12,12,12,206743.0,17228.583333333332,0.22023878520922685,6759.0,3637.0,3122.0,0.0,32.69276347929555,0.5380973516792424,0.4619026483207575,0.0,0.0,4.41174556481672,100275,89759,4007,6509,69932,22916,104,7131,192,0,28729,4144,15132,11191,9588,9239,22216,41043,36,0,485.0224675079688,0.039960109698329596,0.6974021441037148,0.22853153826975817,0.28650211917227625,0.04132635253054101,0.15090501121914734,0.19223136374968836,0.11160309149837945,0.4787334829219646,0.40930441286462227,68.37550712736892,0,0,0
A82027,12,12,12,120261.0,10021.75,0.36985205917632946,8553.0,6589.0,1964.0,0.0,71.1203133185322,0.7703729685490471,0.2296270314509529,0.0,0.0,5.948918263472866,58423,54820,1725,1878,44212,4321,7558,1761,571,0,22571,5848,8462,4912,4184,4298,8116,16598,32,0,485.8017146040695,0.029526042825599508,0.7567567567567568,0.07396059770980606,0.3863375725313661,0.10009756431542371,0.14484021703781044,0.24493778135323416,0.08407647673005494,0.6312753538846002,0.28410043989524675,79.71265990368839,0,0,0
A82028,12,12,12,100331.0,8360.916666666666,0.3107817355964619,20698.0,17129.0,3569.0,0.0,206.29715641227537,0.8275678809546816,0.17243211904531838,0.0,0.0,21.729024343706076,57094,49191,1196,6707,27121,15366,10333,1122,3152,0,17467,2936,13049,7462,5302,5615,5223,16140,40,0,569.0564232390786,0.020947910463446247,0.47502364521666024,0.2691351105194942,0.30593407363295616,0.05142396749220583,0.22855291274039305,0.27997688023259887,0.13069674571758855,0.585910953865555,0.282691701404701,76.39676677803486,0,0,0
A82029,12,12,12,42447.0,3537.25,0.5090497737556561,1368.0,730.0,638.0,0.0,32.22842603717577,0.533625730994152,0.46637426900584794,0.0,0.0,2.772684925201858,19044,17963,456,625,14631,1983,2222,208,0,0,5631,1249,3494,2855,2519,1942,1354,5815,0,0,448.65361509647323,0.023944549464398234,0.7682734719596723,0.10412728418399496,0.2956836798991808,0.0655849611426171,0.18346985927326193,0.249054820415879,0.14991598403696701,0.5447385003150599,0.30534551564797313,74.69096530311548,0,0,0
A82030,12,12,12,78503.0,6541.916666666667,0.35082367297132394,416.0,266.0,150.0,0.0,5.299160541635351,0.6394230769230769,0.3605769230769231,0.0,0.0,1.3814263017400794,34847,33080,853,914,23096,11171,252,327,1,0,13767,1650,5732,3844,3304,3456,3085,9845,9,0,443.8938639287671,0.02447843429850489,0.6627830229288031,0.32057278962321,0.3950698768904066,0.04734984360203174,0.16449048698596722,0.21184033058799895,0.11031078715527878,0.6069102074784056,0.2825207334921227,38.142418691995196,0,0,0
