practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference,cbt_months_with_any_record,cbt_inbound_complete_months,cbt_mapping_valid_months,cbt_integrity_gap_months,cbt_any_integrity_gap_flag,cbt_annual_inbound_calls,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range
E85062,12,12,12,165352.0,13779.333333333334,0.951274417253649,7872.0,5067.0,2805.0,0.0,47.607528182302,0.6436737804878049,0.3563262195121951,0.0,0.0,25.0771935585778,67149,63610,2490,1049,31755,26889,7277,0,1228,0,47214,5220,10377,3210,678,334,112,1124,4,0,406.09729546664084,0.03708171380065228,0.4729035428673547,0.4004378322834294,0.7031229057767056,0.07773756869052406,0.154536925345128,0.23227449403565206,0.04780413706831077,0.9353973998123576,0.016738894101177976,49.72682067774106,0,0,0,12,12,12,0,0,98533.0,595.898446949538,63.17820410422409,197.2299069910922
E85064,12,12,12,85499.0,7124.916666666667,0.9050403787245892,820.0,458.0,362.0,0.0,9.590755447432134,0.5585365853658537,0.44146341463414634,0.0,0.0,1.484117073146394,41862,37941,1645,2276,40475,127,840,62,358,0,23875,2175,6807,4550,2475,1307,670,4452,3,0,489.619761634639,0.03929578137690507,0.9668673259758254,0.0030337776503750417,0.5703263102575128,0.05195642826429698,0.16260570445750322,0.2145621327218002,0.10869045912760976,0.7848884429793129,0.10634943385409201,63.02742882313584,0,0,0,12,12,12,0,0,65218.0,762.7925472812548,50.678961153309956,146.35612361510505
E85069,12,12,12,67387.0,5615.583333333333,0.5372492836676217,449.0,232.0,217.0,0.0,6.663006217816493,0.5167037861915368,0.48329621380846327,0.0,0.0,1.7140712345710047,26455,23960,1403,1092,21652,4209,0,23,571,0,7757,1566,6413,6038,2272,1250,1149,4671,10,0,392.5831391811477,0.05303345303345303,0.8184464184464184,0.1591003591003591,0.2932148932148932,0.059194859194859194,0.24241164241164243,0.3016065016065016,0.22823662823662824,0.5948213948213948,0.17656397656397657,28.635820219956916,0,0,0,12,12,12,0,0,32902.0,488.25441108819206,44.68886522669004,117.74174075081663
E85071,12,12,12,26448.0,2204.0,1.3357899585444497,256.0,134.0,122.0,0.0,9.679370840895341,0.5234375,0.4765625,0.0,0.0,4.02353581636967,14779,13336,732,711,12819,1438,340,0,182,0,4573,1811,5471,1908,565,238,175,978,38,0,558.7946158499698,0.049529738141958185,0.8673793896745382,0.0973002232898031,0.30942553623384533,0.12253873739765885,0.37018742810744976,0.4927261655051086,0.12910210433723526,0.8021517017389539,0.06617497800933757,69.35553721989342,0,0,0,12,12,12,0,0,18250.0,690.0332728372656,55.9972875346481,128.296725645719
E85075,12,12,12,57565.0,4797.083333333333,1.1408421489317568,1506.0,1154.0,352.0,0.0,26.16173021801442,0.7662682602921647,0.2337317397078353,0.0,0.0,5.54357627616403,27169,24869,709,1591,12799,13123,879,31,337,0,13838,2247,5663,3046,1091,643,588,2322,53,0,471.9708155997568,0.026095918142000074,0.47108837277779825,0.4830137288821819,0.509330486952041,0.08270455298317936,0.20843608524421214,0.2911406382273915,0.11211307004306378,0.8004711251794324,0.08546505208141632,49.97610188306296,0,0,0,12,12,12,0,0,29979.0,520.7851993398766,52.89948732121595,185.79114603697315
E85083,12,12,12,79166.0,6597.166666666667,0.3323262839879154,377.0,188.0,189.0,0.0,4.762145365434656,0.4986737400530504,0.5013262599469496,0.0,0.0,1.34878768791987,43697,39512,2137,2048,34502,7944,0,25,1226,0,21029,3540,10503,6068,1924,440,168,2532,25,0,551.9667534042392,0.048904959150513766,0.7895736549419868,0.18179737739432913,0.48124585211799437,0.08101242648236721,0.24035975009726068,0.3213721765796279,0.1388653683319221,0.8026180286976222,0.05794448131450672,69.39530281013018,0,0,0,12,12,12,0,0,83207.0,1051.044640375919,50.35193832675108,203.52319543451267
E85088,12,12,12,77884.0,6490.333333333333,0.7319732128951877,1843.0,1451.0,392.0,0.0,23.663396846592367,0.7873033098209441,0.21269669017905588,0.0,0.0,5.841034739684199,39446,31476,2202,5768,32522,6089,31,56,748,0,9799,2265,6769,10548,4298,2077,3678,10053,12,0,506.4711622412819,0.055823150636312935,0.8244688941844547,0.15436292653247477,0.24841555544288393,0.05742027074988592,0.17160168331389747,0.2290219540637834,0.2674035390153628,0.47743750950666736,0.2548547381230036,67.72634573332408,0,0,0,12,12,12,0,0,63870.0,820.0657387910226,85.85234481392116,312.7108110785341
E85090,12,12,12,67296.0,5608.0,1.130143033727706,213.0,115.0,98.0,0.0,3.1651212553495007,0.539906103286385,0.460093896713615,0.0,0.0,0.4422904568921348,36679,32284,2124,2271,32800,1484,82,588,1725,0,14491,3626,9545,5695,1552,1012,714,3278,44,0,545.0398240608654,0.05790779465089015,0.8942446631587557,0.04045911829657297,0.3950762016412661,0.09885765696992829,0.26023064969055865,0.35908830666048697,0.15526595599661933,0.7541645083017531,0.08936993920226832,53.82023067762146,0,0,0,12,12,12,0,0,56466.0,839.0691868758915,69.26487006921447,199.54429151226395
E85096,12,12,12,73843.0,6153.583333333333,0.6548788474132285,71.0,35.0,36.0,0.0,0.961499397370096,0.49295774647887325,0.5070422535211268,0.0,0.0,0.7084926798984987,40289,34659,2316,3314,26579,12925,34,26,725,0,12790,3486,11599,8624,1984,878,925,3787,3,0,545.6035101499126,0.05748467323587083,0.6597086053265159,0.320807168209685,0.3174563776713247,0.0865248579016605,0.28789495892179007,0.3744198168234506,0.21405346372458983,0.6918761944947752,0.09399587976867135,45.965302930116756,0,0,0,12,12,12,0,0,37079.0,502.1329035927576,43.65931228940321,110.7317419640658
E85099,12,12,12,81080.0,6756.666666666667,1.282051282051282,1954.0,1472.0,482.0,0.0,24.09965466206216,0.7533265097236438,0.24667349027635618,0.0,0.0,5.830243814082931,31329,28174,1507,1648,29349,908,773,0,299,0,10948,2553,5973,3836,2146,3631,2229,8006,13,0,386.39615194869265,0.04810239714003001,0.9367997701809825,0.028982731654377734,0.3494525838679817,0.08148999329694533,0.19065402662070285,0.2721440199176482,0.1224424654473491,0.62159660378563,0.25554597976315874,38.267751594452704,0,0,0,12,12,12,0,0,40422.0,498.5446472619635,36.561240607664494,156.7802125263113
E85107,12,12,12,90861.0,7571.75,0.5582879170543665,12679.0,10502.0,2177.0,0.0,139.54281815080176,0.8282987617319978,0.1717012382680022,0.0,0.0,22.055007209508858,44195,39599,2322,2274,23941,6009,13629,173,443,0,18704,2835,6385,4772,3421,2901,5171,11493,6,0,486.40230682030796,0.05253988007693178,0.5417128634460912,0.13596560696911417,0.4232152958479466,0.06414752800090508,0.14447335671456046,0.20862088471546553,0.10797601538635593,0.6318361805634122,0.26005204208620886,62.71575724055422,0,0,0,12,12,12,0,0,42748.0,470.4768822707212,60.26834853132337,151.5297788009737
E85109,12,12,12,50301.0,4191.75,2.6131139608032905,506.0,252.0,254.0,0.0,10.05944215820759,0.4980237154150198,0.5019762845849802,0.0,0.0,2.44830808047257,21614,19914,793,907,12834,8292,250,0,238,0,9931,1097,4098,2859,1990,1148,490,3628,1,0,429.6932466551361,0.03668918293698529,0.5937818080873508,0.3836402331821967,0.4594707134264828,0.05075414083464421,0.18959933376515223,0.24035347459979645,0.1322753770704173,0.6998241880262792,0.16785416859442953,43.751613831028266,0,0,0,12,12,12,0,0,25735.0,511.6200473151627,38.70148983622136,81.41319200613009
E85111,12,12,12,65137.0,5428.083333333333,1.2341130963345,627.0,470.0,157.0,0.0,9.625865483519352,0.7496012759170654,0.2503987240829346,0.0,0.0,2.541307403386168,29059,26835,857,1367,21576,4930,0,15,2538,0,9967,6137,8174,2767,1093,670,250,2013,1,0,446.12125213012575,0.02949172373447125,0.742489418080457,0.16965484015279259,0.34299184417908396,0.21119102515571767,0.281289789738119,0.49248081489383666,0.0952200695137479,0.8354726590729206,0.0692728586668502,43.89625912087756,0,0,0,12,12,12,0,0,37070.0,569.1081873589511,46.67550713514535,152.79094497116654
E85114,12,12,12,91286.0,7607.166666666667,0.47083442322783153,5179.0,3975.0,1204.0,0.0,56.73378174090222,0.7675226877775633,0.23247731222243675,0.0,0.0,22.342680923175543,67666,62811,1896,2959,37334,24222,4528,86,1496,0,40635,4307,9065,7921,2925,1522,1284,5731,7,0,741.2527660320312,0.028019980492418644,0.5517394260041971,0.35796411787308247,0.6005231578636243,0.06365087340761978,0.13396683711169569,0.19761771051931548,0.11706026660361186,0.7981408683829397,0.08469541571838146,89.06814000592338,0,0,0,12,12,12,0,0,67252.0,736.7175689590956,71.42682583738143,171.55182935026482
E85115,12,12,12,48260.0,4021.6666666666665,0.4725192738124845,504.0,287.0,217.0,0.0,10.443431413178615,0.5694444444444444,0.4305555555555556,0.0,0.0,1.5352139281622543,23079,20162,765,2152,17891,4739,12,0,437,0,6874,2393,4529,3486,2887,1482,1425,5794,3,0,478.2221301284708,0.033147016768490835,0.7752068980458425,0.20533818622990596,0.2978465271458902,0.10368733480653408,0.1962390051562026,0.29992633996273665,0.1510464058234759,0.5977728671086269,0.2510507387668443,64.15894585136019,0,0,0,12,12,12,0,0,29661.0,614.6083713220058,48.93676542856997,139.62871969528828
E85116,12,12,12,70667.0,5888.916666666667,0.8471704506946797,5185.0,4254.0,931.0,0.0,73.37229541370088,0.820443587270974,0.17955641272902603,0.0,0.0,15.017577129587512,37681,33581,1201,2899,20103,8176,7022,139,2241,0,12450,5222,8671,5388,2659,2024,1264,5947,3,0,533.2191829283825,0.03187282715426873,0.5335049494440168,0.21697937952814417,0.33040524402218624,0.1385844324725989,0.23011597356758048,0.3687004060401794,0.14298983572622806,0.6991056500623657,0.15782489848995515,56.65215243525447,0,0,0,12,12,12,0,0,40302.0,570.3086306196669,47.11777068770272,136.12183748843785
E85119,12,12,12,166850.0,13904.166666666666,0.49173318129988597,1231.0,841.0,390.0,0.0,7.377884327240036,0.6831844029244517,0.31681559707554835,0.0,0.0,1.3240955169857576,85549,76018,5038,4493,57419,26206,18,140,1766,0,37562,6017,16351,14672,6884,2126,1916,10926,21,0,512.7299970032964,0.05889022665373061,0.6711825971080901,0.30632736794117993,0.4390700066628482,0.07033396065412804,0.19113022945914038,0.26146419011326844,0.17150405031034846,0.7005341967761166,0.1277162795590831,46.7467385150838,0,0,0,12,12,12,0,0,116786.0,699.9460593347318,45.30982584462215,120.51057256388174
E85121,12,12,12,177023.0,14751.916666666666,0.5879172861197459,24250.0,20954.0,3296.0,0.0,136.98784903656588,0.8640824742268042,0.13591752577319588,0.0,0.0,20.836129810237438,96148,86611,5763,3774,57357,13852,23598,278,1063,0,37455,7140,21348,17931,8866,2478,919,12263,11,0,543.138462233721,0.05993884428173233,0.5965490701834671,0.1440695594292133,0.38955568498564713,0.07426051503931438,0.22203269958813496,0.29629321462744934,0.18649373881932022,0.6858488996130965,0.1275429546116404,49.80188823129865,0,0,0,12,12,12,0,0,106855.0,603.6221281980307,48.09686246797417,139.14518970576114
E85122,12,12,12,171568.0,14297.333333333334,0.9969109800617804,64188.0,0.0,0.0,64188.0,374.12571108831486,0.0,0.0,1.0,0.0,61.08506372200581,65839,60962,2031,2846,31828,28799,3275,909,1028,0,24536,8947,18997,7750,3008,1796,774,5578,31,0,383.7487177095962,0.030847977642430777,0.4834216801591762,0.4374155136013609,0.372666656540956,0.1358921004267987,0.28853718920396726,0.424429289630766,0.1177113868679658,0.797095946171722,0.08472182141284042,32.93687500485291,0,0,0,12,12,12,0,0,53738.0,313.21691690758183,19.519083238941413,53.15329079138263
E85126,12,12,12,132207.0,11017.25,0.5351959361393324,308.0,211.0,97.0,0.0,2.329679971559751,0.685064935064935,0.31493506493506496,0.0,0.0,0.47641466549481565,38375,32924,2314,3137,32718,4977,0,0,680,0,10863,2860,10090,9927,2554,965,1116,4635,0,0,290.26450944352416,0.06029967426710098,0.852586319218241,0.12969381107491856,0.28307491856677525,0.07452768729641694,0.2629315960912052,0.33745928338762216,0.2586840390879479,0.6205342019543973,0.12078175895765472,41.26152490434866,0,0,0,12,12,12,0,0,56864.0,430.1133828012133,35.62852034132806,112.79355206110586
E85128,12,12,12,149341.0,12445.083333333334,1.1321663722498796,13709.0,10759.0,2950.0,0.0,91.79662651247816,0.7848128966372456,0.2151871033627544,0.0,0.0,8.695142764738536,178305,164034,4181,10090,123984,12873,37872,1249,2327,0,86409,27537,37242,13929,6539,3257,3343,13139,49,0,1193.9454001245472,0.023448585289251565,0.6953478590056364,0.07219651720366788,0.48461344325733996,0.1544376209304282,0.2088668293093295,0.3633044502397577,0.07811895347859006,0.8479178934970977,0.0736883430077676,106.17886811952347,0,0,0,12,12,12,0,0,73415.0,491.5930655345819,41.24217053280487,124.63726393004208
E85129,12,12,12,70876.0,5906.333333333333,0.7584695769425249,3311.0,1641.0,1670.0,0.0,46.715390259043964,0.4956206584113561,0.504379341588644,0.0,0.0,6.1176844995892905,35640,31680,2213,1747,20183,15133,3,17,304,0,13148,3869,10244,4328,1664,1061,1321,4046,5,0,502.85004797110446,0.06209315375982043,0.5663019079685746,0.42460718294051625,0.36891133557800226,0.10855780022446689,0.2874298540965208,0.39598765432098765,0.12143658810325476,0.7648989898989899,0.11352413019079685,33.461480503481255,0,0,0,12,12,12,0,0,42869.0,604.8450815508776,38.30606686624959,110.31074031886533
E85130,12,12,12,52452.0,4371.0,1.355856857079351,1467.0,1083.0,384.0,0.0,27.968428277282086,0.7382413087934561,0.261758691206544,0.0,0.0,3.6637036250698234,26249,23433,905,1911,25036,932,18,0,263,0,12436,2639,6217,2549,1054,656,696,2406,2,0,500.4384961488599,0.03447750390491066,0.9537887157606004,0.03550611451864833,0.4737704293496895,0.10053716332050745,0.23684711798544705,0.3373842813059545,0.09710846127471523,0.811154710655644,0.09166063469084537,36.829604480497146,0,0,0,12,12,12,0,0,26694.0,508.92244337680165,38.667018770630506,138.93932331665974
E85605,12,12,12,98829.0,8235.75,0.898096036402826,12488.0,10567.0,1921.0,0.0,126.35967175626587,0.8461723254324152,0.1538276745675849,0.0,0.0,21.959546492099843,66242,61342,2295,2605,38905,12608,10982,0,3747,0,27900,6695,13071,7092,8194,2984,283,11461,23,0,670.2688482125692,0.03464569306482292,0.587316204220887,0.19033241749947163,0.4211829352978473,0.10106880830892787,0.19732194076265813,0.298390749071586,0.10706198484345279,0.7195736843694333,0.17301711904833791,57.44393860122114,0,0,0,12,12,12,0,0,45654.0,461.94942779953254,42.73753955406659,116.57382528945675
E85623,12,12,12,35852.0,2987.6666666666665,1.1397921555481059,542.0,253.0,289.0,0.0,15.1177061251813,0.466789667896679,0.533210332103321,0.0,0.0,3.0779239389219124,17930,15892,1248,790,13105,4258,342,63,162,0,7950,1296,4497,2645,826,307,310,1443,99,0,500.1115697869017,0.06960401561628556,0.7308979364194088,0.23747908533184606,0.4433909648633575,0.07228109313998884,0.25080870050195203,0.3230897936419409,0.14751812604573342,0.7664807585052984,0.08047964305633017,51.09111377916731,0,0,0,12,12,12,0,0,25327.0,706.4319982148834,72.13992286096772,219.2078622828319
E85624,12,12,12,86193.0,7182.75,0.41562759767248547,211.0,135.0,76.0,0.0,2.4479946167322173,0.6398104265402843,0.36018957345971564,0.0,0.0,0.7602077988338946,37082,32522,2638,1922,28772,7009,10,0,1291,0,13783,2082,8161,9648,2153,784,467,3404,4,0,430.2205515529103,0.07113963648131169,0.7759020549053449,0.1890135375653956,0.37168976862089426,0.056145838951512865,0.22007982309476296,0.2762256620462758,0.2601801413084515,0.6479154306671701,0.09179655897740144,47.076407233141005,0,0,0,12,12,12,0,0,68703.0,797.08328982632,48.85850751854607,139.35872429187748
E85633,12,12,12,116325.0,9693.75,0.703133078275256,12851.0,10336.0,2515.0,0.0,110.474962389856,0.8042953855731072,0.19570461442689285,0.0,0.0,14.533372942670807,50467,42409,1013,7045,29587,18258,24,141,2457,0,12746,16408,12826,5392,1772,455,398,2625,470,0,433.8448312916398,0.020072522638555888,0.586264291517229,0.3617809657796184,0.25256107951730833,0.3251233479303307,0.25414627380268295,0.5792696217330137,0.10684209483424813,0.831830701250322,0.0520141874888541,48.72970681621487,0,0,0,12,12,12,0,0,62967.0,541.3023855577047,35.45218323813074,145.03253806019092
E85635,12,12,12,67289.0,5607.416666666667,1.21580547112462,991.0,636.0,355.0,0.0,14.727518613740731,0.6417759838546923,0.35822401614530774,0.0,0.0,2.7852727451126555,21644,18938,1146,1560,20249,1294,1,36,64,0,8806,1412,3224,3834,2412,1099,855,4366,2,0,321.6573288353223,0.052947699131399004,0.9355479578636111,0.0597856218813528,0.40685640362225095,0.06523747920901866,0.14895583071520976,0.21419330992422841,0.1771391609683977,0.6210497135464794,0.20171872112363703,44.38170390498641,0,0,0,12,12,12,0,0,29791.0,442.7320958849143,52.302923077026435,197.7299226409546
E85640,12,12,12,41353.0,3446.0833333333335,0.5494505494505495,222.0,141.0,81.0,0.0,5.368413416197132,0.6351351351351351,0.36486486486486486,0.0,0.0,1.4166371666744493,13632,12513,527,592,5650,7906,0,21,55,0,3976,3119,5132,976,254,115,59,428,1,0,329.6496022054023,0.038659037558685445,0.41446596244131456,0.5799589201877934,0.2916666666666667,0.22879988262910797,0.37646713615023475,0.6052670187793427,0.0715962441314554,0.8969336854460094,0.031396713615023476,36.893708031726504,0,0,0,12,12,12,0,0,17451.0,422.00082218944215,51.68921284343808,170.96728811499605
E85656,12,12,12,65700.0,5475.0,0.6141618497109826,1143.0,686.0,457.0,0.0,17.397260273972602,0.600174978127734,0.399825021872266,0.0,0.0,4.622392463815721,42374,34872,2147,5355,32925,1680,0,6602,1167,0,19903,2892,13224,5523,526,217,72,815,17,0,644.9619482496195,0.05066786236843347,0.7770094869495445,0.03964695332043234,0.469698399962241,0.0682493982158871,0.312078161136546,0.3803275593524331,0.1303393590409213,0.8500259593146741,0.019233492235804974,85.29638692299686,0,0,0,12,12,12,0,0,59522.0,905.9665144596652,73.61897130322353,239.43764074487183
E85657,12,12,12,141245.0,11770.416666666666,0.9509254542367125,27588.0,19469.0,8119.0,0.0,195.32018832525046,0.7057053791503552,0.29429462084964475,0.0,0.0,21.349565797239045,50217,44669,2375,3173,32704,13283,2246,296,1688,0,19357,2490,4430,4880,5905,5388,7755,19048,12,0,355.531169244929,0.04729474082482028,0.6512535595515463,0.2645120178425633,0.3854670729035984,0.049584801959495786,0.0882171376227174,0.1378019395822132,0.0971782464105781,0.5232690124858116,0.3793137782026007,35.664780018081096,0,0,0,12,12,12,0,0,54440.0,385.42957272823816,40.62574834123803,104.12051751051837
E85659,12,12,12,26945.0,2245.4166666666665,0.7191011235955056,108.0,86.0,22.0,0.0,4.008164780107626,0.7962962962962963,0.2037037037037037,0.0,0.0,1.90264822322999,10731,8313,541,1877,4784,5324,56,0,567,0,1800,572,1533,2749,1664,697,1712,4073,4,0,398.25570606791615,0.05041468642251421,0.4458112011928059,0.49613269965520457,0.16773832820799553,0.05330351318609636,0.14285714285714285,0.1961606560432392,0.2561737023576554,0.36389898425123474,0.37955456155064765,47.042840867882795,0,0,0,12,12,12,0,0,16586.0,615.5501948413435,39.630163494073116,123.66427638318464
E85677,12,12,12,98021.0,8168.416666666667,1.569974242610082,671.0,450.0,221.0,0.0,6.845471888676916,0.6706408345752608,0.3293591654247392,0.0,0.0,1.9876350574354709,37173,31738,1977,3458,30503,5645,0,2,1023,0,13876,3252,11603,5262,1818,736,614,3168,12,0,379.2350618744963,0.0531837624081995,0.8205686923304549,0.15185753100368546,0.3732816829419202,0.0874828504559761,0.312135151857531,0.3996180023135071,0.14155435396658866,0.7728996852554273,0.08522314583165201,46.540715160697864,0,0,0,12,12,12,0,0,46092.0,470.2257679476847,34.3495203741553,113.17035156257072
E85682,12,12,12,69393.0,5782.75,0.642026722193302,364.0,299.0,65.0,0.0,5.245485855922067,0.8214285714285714,0.17857142857142858,0.0,0.0,1.9707966225968023,32270,28616,3459,195,30496,1774,0,0,0,0,17378,2528,7877,3262,772,269,184,1225,0,0,465.03249607309095,0.10718933994422064,0.945026340254106,0.05497365974589402,0.5385187480632166,0.07833901456461109,0.24409668422683606,0.3224356987914472,0.10108459869848156,0.8609544468546638,0.03796095444685466,46.71147099659168,0,0,0,12,12,12,0,0,67845.0,977.6922744369028,129.18199368170954,456.3184072119809
E85685,12,12,12,146875.0,12239.583333333334,0.8583333333333334,23157.0,20571.0,2586.0,0.0,157.66468085106382,0.8883275035626377,0.11167249643736235,0.0,0.0,19.34511550556132,113490,106673,1341,5476,62649,13264,32702,1936,2939,0,61762,9308,15834,12996,6811,3579,3034,13424,166,0,772.6978723404255,0.011816019032513878,0.5520222045995242,0.11687373336857873,0.544206538020971,0.08201603665521191,0.13951890034364262,0.22153493699885451,0.11451229183187946,0.7657414750198256,0.11828354921138426,122.62008482442712,0,0,0,12,12,12,0,0,47564.0,323.84,40.492653298946806,108.27466660731989
E85687,12,12,12,67115.0,5592.916666666667,1.4347202295552368,520.0,352.0,168.0,0.0,7.747895403412054,0.676923076923077,0.3230769230769231,0.0,0.0,1.8275665615361254,32816,26955,2345,3516,27321,2112,2331,0,1052,0,8152,2836,12022,5952,1925,1070,857,3852,2,0,488.95179915071145,0.07145904436860068,0.8325511945392492,0.0643588493417845,0.2484154071184788,0.0864212579229644,0.36634568503169185,0.45276694295465625,0.18137493905411994,0.701182350073135,0.11738176499268649,41.38167095265261,0,0,0,12,12,12,0,0,37366.0,556.745883930567,44.01799963340666,137.17986649764623
E85693,12,12,12,265567.0,22130.583333333332,0.23934248554913296,46885.0,28357.0,18528.0,0.0,176.5467848038348,0.6048203050015997,0.39517969499840033,0.0,0.0,15.879669708957827,104822,97252,4025,3545,55436,25578,21987,0,1821,0,60463,2867,7646,8561,8462,7696,8264,24422,863,0,394.7101861300538,0.03839842781095572,0.528858445746122,0.24401366125431684,0.576815935586041,0.02735112857987827,0.0729427028677186,0.10029383144759688,0.08167178645704146,0.677109767033638,0.23298544198736906,41.64123641108934,0,0,0,12,12,12,0,0,97995.0,369.00292581533097,36.43552443403873,101.30068294237032
E85696,12,12,12,95765.0,7980.416666666667,3.9588377723970947,969.0,745.0,224.0,0.0,10.118519292016916,0.7688338493292054,0.23116615067079463,0.0,0.0,1.607287053470994,71844,66740,1788,3316,41817,17750,10393,4,1880,0,36855,8647,14084,5182,1768,1530,2429,5727,1349,0,750.2114551245236,0.024887255720728245,0.5820527810255554,0.2470630811202049,0.5129864706864874,0.12035799788430489,0.19603585546461777,0.31639385334892267,0.07212850064027615,0.8293803240354101,0.07971438115917821,72.98223979883853,0,0,0,12,12,12,0,0,48338.0,504.75643502323396,53.98831337054617,141.8930854751328
E85699,12,12,12,80432.0,6702.666666666667,0.5939123979213066,393.0,253.0,140.0,0.0,4.886114979112791,0.6437659033078881,0.356234096692112,0.0,0.0,1.1629890139857315,59031,50228,2708,6095,34716,17942,3833,0,2540,0,25823,8028,10675,6297,4529,2310,1249,8088,120,0,733.9243087328426,0.04587420169063712,0.5880977791329979,0.30394199657806914,0.43744812047907033,0.13599634090562585,0.18083718724060238,0.3168335281462282,0.10667276515729024,0.7542816486252986,0.13701275600955432,70.91875739755568,0,0,0,12,12,12,0,0,69080.0,858.8621444201312,103.14344591187943,325.288848170204
E85708,12,12,12,95064.0,7922.0,0.7833228048010108,789.0,515.0,274.0,0.0,8.299671800050492,0.6527249683143219,0.3472750316856781,0.0,0.0,1.202147155491658,36771,32512,2360,1899,20913,5583,9182,0,1093,0,15181,1560,5314,7142,4971,1879,722,7572,2,0,386.80257510729615,0.06418101221070953,0.5687362323570205,0.15183160642897936,0.4128525196486362,0.04242473688504528,0.14451605885072474,0.18694079573577002,0.19422914796986757,0.5997933153844062,0.2059231459574121,34.27222762997098,0,0,0,12,12,12,0,0,73555.0,773.7419001935538,71.18969193088775,229.6141792177823
E85712,12,12,12,128315.0,10692.916666666666,0.3656135745757945,3283.0,1753.0,1530.0,0.0,25.58547324942524,0.53396283886689,0.46603716113310995,0.0,0.0,5.222109924049201,65355,58419,3510,3426,48005,15869,532,61,888,0,31929,4386,11993,8475,3359,2286,2799,8444,128,0,509.3325020457468,0.05370667890750516,0.7345268150868335,0.24281233264478616,0.48854716548083543,0.06711039706219876,0.18350547012470353,0.2506158671869023,0.12967638283222402,0.7391630326677378,0.12920205034044832,56.189005683447064,0,0,0,12,12,12,0,0,84432.0,658.0056891244204,70.0393994813432,207.34225709343787
E85713,12,12,12,77193.0,6432.75,0.5627637955291542,22812.0,0.0,0.0,22812.0,295.5190237456764,0.0,0.0,1.0,0.0,49.451002422133655,33510,27713,1446,4351,21561,10425,271,72,1181,0,12594,3575,10162,4850,1397,537,393,2327,2,0,434.1067195212001,0.04315129811996419,0.6434198746642793,0.311101163831692,0.3758281110116383,0.10668457176962101,0.3032527603700388,0.40993733213965977,0.14473291554759773,0.7857654431512981,0.06944195762458967,66.1439400641291,0,0,0,12,12,12,0,0,34358.0,445.092171569961,57.32380252907317,139.5218712276669
E85715,12,12,12,95789.0,7982.416666666667,0.5038417936767855,2495.0,980.0,1515.0,0.0,26.046832099719175,0.3927855711422846,0.6072144288577155,0.0,0.0,4.843076642999145,40735,37138,1111,2486,28845,10648,0,120,1122,0,21803,2818,6433,4453,2766,1344,1059,5169,59,0,425.25759742767957,0.02727384313244139,0.7081134159813428,0.26139683319013135,0.5352399656315208,0.06917883883638148,0.15792316190008593,0.2271020007364674,0.10931631275316067,0.7623419663679882,0.12689333496992758,41.565177653908904,0,0,0,12,12,12,0,0,69729.0,727.9437096117508,64.05892001549387,197.4217893975616
E85726,12,12,12,39222.0,3268.5,1.0606060606060608,1619.0,828.0,791.0,0.0,41.27785426546326,0.5114268066707844,0.48857319332921556,0.0,0.0,6.893300049413747,18028,15314,722,1992,12767,3534,1590,16,121,0,4448,1457,5100,3187,2388,1144,304,3836,0,0,459.6399979603284,0.04004881295762148,0.7081761704015975,0.19602840026625248,0.24672731306856002,0.08081872642556023,0.28289327712447304,0.3637120035500333,0.17678056356778346,0.6104393166185933,0.21278011981362324,44.78983288653104,0,0,0,12,12,12,0,0,22687.0,578.4253735148641,92.52905283345905,271.39504230395585
