practice_code_standardised,ocs_months_observed,gpad_months_observed,months_with_denominator,annual_patient_month_exposure,mean_monthly_list_size,maximum_percentage_monthly_change,ocs_annual_total_submissions,ocs_annual_clinical_submissions,ocs_annual_administrative_submissions,ocs_annual_other_unknown_submissions,ocs_submissions_per_1000_patient_months,ocs_clinical_share,ocs_administrative_share,ocs_other_unknown_share,ocs_component_reconciliation_difference,ocs_mean_absolute_monthly_rate_change,gpad_annual_total_appointments,gpad_annual_attended,gpad_annual_dna,gpad_annual_status_unknown,gpad_annual_face_to_face,gpad_annual_telephone,gpad_annual_video_online,gpad_annual_home_visit,gpad_annual_mode_unknown,gpad_annual_mode_other,gpad_annual_same_day,gpad_annual_1_day,gpad_annual_2_to_7_days,gpad_annual_8_to_14_days,gpad_annual_15_to_21_days,gpad_annual_22_to_28_days,gpad_annual_over_28_days,gpad_annual_over_14_days,gpad_annual_booking_unknown,gpad_annual_booking_other,gpad_appointments_per_1000_patient_months,gpad_dna_share,gpad_face_to_face_share,gpad_telephone_share,gpad_same_day_share,gpad_1_day_share,gpad_2_to_7_days_share,gpad_1_to_7_days_share,gpad_8_to_14_days_share,gpad_within_7_days_share,gpad_over_14_days_share,gpad_mean_absolute_monthly_rate_change,gpad_status_reconciliation_difference,gpad_mode_reconciliation_difference,gpad_booking_reconciliation_difference,cbt_months_with_any_record,cbt_inbound_complete_months,cbt_mapping_valid_months,cbt_integrity_gap_months,cbt_any_integrity_gap_flag,cbt_annual_inbound_calls,cbt_inbound_calls_per_1000_patient_months,cbt_mean_absolute_monthly_call_rate_change,cbt_call_rate_range,cbt_outcome_complete_months,cbt003_007_comparable_months,cbt003_answered_calls,cbt007_answered_calls,cbt_missed_calls,cbt_ivr_calls,cbt_callback_requests,cbt_answered_share_cbt003,cbt_answered_share_cbt007_sensitivity,cbt_missed_share,cbt_ivr_share,cbt_callback_request_share,cbt003_007_relative_difference
A85002,12,12,12,45540.0,3795.0,0.7751937984496124,752.0,286.0,466.0,0.0,16.512955643390427,0.3803191489361702,0.6196808510638298,0.0,0.0,3.859313373717008,17881,16332,856,693,14925,2128,569,249,10,0,7395,1211,3389,2870,1396,964,656,3016,0,0,392.64382960035135,0.04787204295061798,0.8346848610256697,0.11900900397069515,0.4135674738549298,0.06772551870700744,0.18953078686874336,0.2572563055757508,0.16050556456574017,0.6708237794306806,0.16867065600357922,63.49970267187202,0,0,0,12,12,12,0,0,45897.0,1007.8392621870883,89.6236440702601,292.5615456634222,12,12,35804.0,35804.0,1370.0,8372.0,351.0,0.7800945595572696,0.7800945595572696,0.02984944549752707,0.18240843628123843,0.007647558663964965,0.0
A85004,12,12,12,120928.0,10077.333333333334,0.3905858788182273,22187.0,19585.0,2602.0,0.0,183.47281026726648,0.8827241177265966,0.11727588227340334,0.0,0.0,30.579229365996824,59501,49673,5141,4687,32643,21289,4934,634,1,0,24122,3088,6337,7572,5725,5222,7405,18352,30,0,492.03658375231544,0.0864019092116099,0.5486126283591872,0.3577923060116637,0.40540495117729114,0.05189828742374078,0.1065024117241727,0.1584006991479135,0.12725836540562344,0.5638056503252046,0.3084317910623351,56.238200218731095,0,0,0,12,12,12,0,0,67658.0,559.4899444297433,53.040646416323426,187.88141632057489,12,12,49774.0,49774.0,3508.0,13504.0,872.0,0.7356705784977386,0.7356705784977386,0.0518490052913181,0.19959206597889384,0.012888350232049425,0.0
A85006,12,12,12,174702.0,14558.5,0.2679123445764924,18271.0,16603.0,1668.0,0.0,104.58380556604962,0.9087077882983964,0.09129221170160363,0.0,0.0,38.13186840868762,109779,100625,4293,4861,62981,39476,5396,825,1101,0,50607,7131,14856,11557,9751,7606,8243,25600,28,0,628.3786104337672,0.03910583991473779,0.5737071753249711,0.35959518669326557,0.46098980679364904,0.06495777881015495,0.13532642855190882,0.20028420736206376,0.10527514369779284,0.6612740141557129,0.2331957842574627,62.15161682438868,0,0,0,12,12,12,0,0,119175.0,682.16162379366,88.9497054608844,284.1857267473216,12,12,71621.0,71622.0,7642.0,31079.0,7460.0,0.6009733585063981,0.600981749528005,0.06412418711978184,0.26078456052024335,0.06259702118732956,1.3962385333910445e-05
A85009,12,12,12,77963.0,6496.916666666667,0.7920484547289951,1816.0,676.0,1140.0,0.0,23.293100573348894,0.3722466960352423,0.6277533039647577,0.0,0.0,4.1227272096259036,35659,32328,1228,2103,27286,4570,2408,1391,4,0,19520,2115,4283,3819,2574,1991,1356,5921,1,0,457.3836306966125,0.0344373089542612,0.7651925180178917,0.12815838918646064,0.5474073866345103,0.059311814689138785,0.1201099301719061,0.1794217448610449,0.10709778737485627,0.7268291314955552,0.16604503771838808,63.595869759262605,0,0,0,12,12,12,0,0,78719.0,1009.6969075074073,72.97990079088653,372.1482342595434,12,12,42597.0,42598.0,4015.0,26507.0,3335.0,0.5411273009057533,0.5411400043191605,0.05100420482983778,0.3367293791841868,0.04236588371295367,2.347583163133554e-05
A85011,12,12,12,86282.0,7190.166666666667,0.5752771151957345,2499.0,1318.0,1181.0,0.0,28.96316728865812,0.5274109643857543,0.4725890356142457,0.0,0.0,5.803219757288037,43651,40105,1654,1892,33840,8194,195,802,620,0,23482,2538,6148,3962,2455,2031,3030,7516,5,0,505.9108504670731,0.03789145724038395,0.7752399715928615,0.18771620352340151,0.5379487296969142,0.05814299786946462,0.14084442509908135,0.19898742296854596,0.09076538910906967,0.7369361526654601,0.1721839133124098,87.34891140470728,0,0,0,12,12,12,0,0,76293.0,884.2284601655039,95.00215927931659,341.4737910456872,12,12,44388.0,44405.0,5840.0,21065.0,4983.0,0.5818096024536983,0.5820324276145911,0.07654699644790479,0.2761065890710812,0.06531398686642287,0.0003829863927187528
A85016,12,12,12,146869.0,12239.083333333334,0.5002460226340824,3764.0,2784.0,980.0,0.0,25.62828098509556,0.7396386822529224,0.2603613177470776,0.0,0.0,6.432028411832092,65041,55294,2589,7158,44512,12497,1510,1523,4999,0,24981,2844,6363,8108,8923,8796,5005,22724,21,0,442.8504313367695,0.03980566104457189,0.6843683215202718,0.19214034224566043,0.3840808105656432,0.04372626497132578,0.09783059916052951,0.14155686413185528,0.124659829953414,0.5256376746974984,0.34937962208453127,73.19016640499784,0,0,0,12,12,12,0,0,128894.0,877.612021597478,96.96112509833257,245.86285403218687,12,12,65924.0,66089.0,13691.0,38940.0,9911.0,0.5114590283488758,0.5127391499992242,0.10621906372678325,0.3021087094822102,0.07689264046425745,0.0025028821066682846
A85019,12,12,12,126851.0,10570.916666666666,0.6241724985814262,5031.0,3953.0,1078.0,0.0,39.660704290860934,0.785728483402902,0.214271516597098,0.0,0.0,10.089635013956118,53438,45135,2691,5612,37965,10130,0,64,5279,0,23753,4164,9335,8353,4770,2399,637,7806,27,0,421.2658946322851,0.05035742355627082,0.7104494928702422,0.18956547774991578,0.4444964257644373,0.07792207792207792,0.17468842396796289,0.2526105018900408,0.15631198772409147,0.6971069276544781,0.14607582619109996,53.00810002796664,0,0,0,12,12,12,0,0,93357.0,735.9579349000007,81.45410310579096,259.5785607711458,12,12,49580.0,49581.0,8807.0,25168.0,9801.0,0.5310796190965862,0.5310903306661525,0.09433679317030325,0.26958878284435017,0.10498409331919406,2.0169423154497783e-05
A85024,12,12,12,30931.0,2577.5833333333335,0.8570315543435918,295.0,210.0,85.0,0.0,9.537357343765155,0.711864406779661,0.288135593220339,0.0,0.0,2.8494832844242297,16009,13589,1435,985,10748,4473,0,34,754,0,5279,1473,4502,2486,1125,693,443,2261,8,0,517.5713685299538,0.08963707914298208,0.6713723530514086,0.2794053344993441,0.3297520144918483,0.09201074395652445,0.28121681554125805,0.3732275594977825,0.15528765069648323,0.7029795739896308,0.14123305640577175,86.26271615726013,0,0,0,12,12,12,0,0,31640.0,1022.9219876499305,80.68933240144902,205.6994001131145,12,12,21472.0,21472.0,1733.0,8129.0,306.0,0.6786346396965866,0.6786346396965866,0.0547724399494311,0.256921618204804,0.009671302149178256,0.0
A85611,12,12,12,67175.0,5597.916666666667,0.6019830028328611,2175.0,1169.0,1006.0,0.0,32.378116858950506,0.5374712643678161,0.4625287356321839,0.0,0.0,4.59488908402704,40462,37460,1940,1062,32156,8055,0,250,1,0,21487,1761,5236,4812,5187,1817,156,7160,6,0,602.3371790100484,0.047946221145766396,0.7947209727645692,0.19907567594285996,0.5310414710098363,0.04352231723592506,0.12940536799960456,0.17292768523552962,0.11892640007908654,0.703969156245366,0.1769561563936533,101.9082212381739,0,0,0,12,12,12,0,0,72123.0,1073.6583550427986,83.81021568886746,306.0571998830012,12,12,53936.0,53936.0,7053.0,10297.0,837.0,0.7478335621091746,0.7478335621091746,0.0977912732415457,0.1427699901557062,0.011605174493573478,0.0
A85614,12,12,12,100168.0,8347.333333333334,1.9574673755437408,1188.0,754.0,434.0,0.0,11.860075073875889,0.6346801346801347,0.3653198653198653,0.0,0.0,2.6893231854941844,36239,32467,2509,1263,30516,4686,0,935,102,0,10411,2090,6434,6158,4279,3040,3826,11145,1,0,361.7822058940979,0.06923480228483125,0.8420762162311322,0.12930820386876019,0.28728717679847676,0.05767267308700571,0.1775435304506195,0.2352162035376252,0.1699274262534838,0.522503380336102,0.30754159882998977,54.620009806460345,0,0,0,12,12,12,0,0,63700.0,635.9316348534462,52.34315272541351,186.20952775689125,12,12,41751.0,41751.0,8495.0,11539.0,518.0,0.6554317111459969,0.6554317111459969,0.13335949764521193,0.18114599686028257,0.008131868131868131,0.0
A85616,12,12,12,59937.0,4994.75,0.5815119310206537,828.0,549.0,279.0,0.0,13.814505230492017,0.6630434782608695,0.33695652173913043,0.0,0.0,4.248820921863788,26238,24475,825,938,20195,5860,0,148,35,0,6459,1954,6310,4520,2864,2656,1468,6988,7,0,437.7596476300115,0.03144294534644409,0.7696851894199253,0.22334019361231802,0.2461696775668877,0.07447213964479,0.24049089107401478,0.31496303071880477,0.1722692278374876,0.5611327082856925,0.26633127524963796,36.55610638609784,0,0,0,12,12,12,0,0,56270.0,938.8190933813838,67.93277979946974,215.34347844423746,12,12,38673.0,38674.0,5311.0,10942.0,1343.0,0.6872756353296605,0.6872934067886973,0.09438421894437533,0.19445530478052248,0.023867069486404834,2.585783363069842e-05
A86008,12,12,12,160120.0,13343.333333333334,0.6294492319220681,3542.0,1717.0,1825.0,0.0,22.120909318011492,0.4847543760587239,0.5152456239412762,0.0,0.0,3.733190934944261,67582,62676,3838,1068,63345,2465,1289,262,221,0,32379,3568,10044,15229,3440,1788,1012,6240,122,0,422.07094678990757,0.05679026959841378,0.9373057914829392,0.036474209108934334,0.47910686277411146,0.05279512296173537,0.14861945488443667,0.20141457784617206,0.22534106714805718,0.6805214406202835,0.09233227782545649,57.694485375131514,0,0,0,12,12,12,0,0,89397.0,558.3125156132901,50.44759589815635,214.73536628393344,12,12,52947.0,53482.0,13078.0,19820.0,3017.0,0.5922681969193597,0.5982527377876216,0.14629126257033234,0.22170766356812868,0.033748336073917466,0.010104444066708218
A86012,12,12,12,149501.0,12458.416666666666,0.8884975586328343,22093.0,19792.0,2301.0,0.0,147.77827573059713,0.8958493640519621,0.10415063594803783,0.0,0.0,35.64580201314559,52253,45816,4104,2333,41709,9476,296,0,772,0,18324,4528,5910,4414,5288,5045,8743,19076,1,0,349.5160567487843,0.07854094501751095,0.7982125428205079,0.18134843932405795,0.3506784299466059,0.08665531165674698,0.1131035538629361,0.19975886551968308,0.0844736187395939,0.5504372954662891,0.3650699481369491,27.74146803103906,0,0,0,12,12,12,0,0,74333.0,497.20737653928734,47.79271217666164,223.48718723459064,12,12,48981.0,49400.0,4845.0,16839.0,3240.0,0.6589401746196172,0.6645769711971803,0.06517966448280037,0.2265346481374356,0.043587639406454735,0.008554337396133194
A86013,12,12,12,89780.0,7481.666666666667,0.5100671140939597,4420.0,3695.0,725.0,0.0,49.23145466696369,0.8359728506787331,0.16402714932126697,0.0,0.0,7.353071213872946,44584,40059,2342,2183,29173,10761,3978,0,672,0,20139,2758,5710,3906,4890,5179,2000,12069,2,0,496.59166852305634,0.05253005562533644,0.6543378790597524,0.2413646151085591,0.4517091333213709,0.061860757222321906,0.12807285124708415,0.18993360846940605,0.08760990489861833,0.641642741790777,0.2707024941683115,73.55655589501875,0,0,0,12,12,12,0,0,87755.0,977.4448652261083,82.81903798346899,268.3986189984513,12,12,55044.0,55045.0,4141.0,23941.0,4628.0,0.6272463107515241,0.6272577061136118,0.04718819440487722,0.2728163637399578,0.05273773574155319,1.8167284354334713e-05
A86017,12,12,12,140816.0,11734.666666666666,0.7956878850102669,1569.0,1029.0,540.0,0.0,11.142199750028405,0.655831739961759,0.3441682600382409,0.0,0.0,2.3738622761843273,80102,68401,7834,3867,54442,22281,0,2540,839,0,38269,4117,12260,11512,7226,4216,2387,13829,115,0,568.8416089080787,0.09780030461162019,0.6796584354947443,0.2781578487428529,0.4777533644603131,0.05139696886469751,0.15305485505979877,0.2044518239244963,0.1437167611295598,0.6822051883848094,0.17264238096427056,55.92726311684059,0,0,0,12,12,12,0,0,144586.0,1026.7725258493354,79.6343957329364,264.35023406704386,12,12,81274.0,82923.0,15886.0,35137.0,9899.0,0.5621152808709003,0.5735202578396249,0.10987232512138105,0.24301799620986816,0.0684644433070975,0.02028939144129734
A86018,12,12,12,158610.0,13217.5,0.24305028102688744,39383.0,35096.0,4287.0,0.0,248.30086375386168,0.8911459259071173,0.10885407409288271,0.0,0.0,20.07147068531111,137524,126170,2453,8901,54360,42611,36452,902,3199,0,88242,3285,10727,9232,6862,5462,13706,26030,8,0,867.0575625748692,0.017836886652511562,0.3952764608359268,0.30984409993891976,0.6416480032576132,0.02388673976905849,0.07800093074663332,0.10188767051569181,0.06713010092783805,0.743535673773305,0.18927605363427474,88.9767790994116,0,0,0,12,12,12,0,0,115266.0,726.7259315301683,56.18736567430533,210.60859383818638,12,12,48989.0,49188.0,24532.0,35617.0,1177.0,0.4250082418059098,0.4267346832543855,0.21282945534676315,0.3089983169364774,0.010211163742994465,0.00406213639796689
A86021,12,12,12,120627.0,10052.25,0.4364213449712359,10332.0,7929.0,2403.0,0.0,85.65246586585093,0.7674216027874564,0.23257839721254356,0.0,0.0,18.18317887235902,64527,57691,3518,3318,39156,22372,0,1902,1097,0,26994,3827,8328,9051,6035,5203,5072,16310,17,0,534.92999079808,0.054519813411440174,0.6068157515458645,0.3467075797728083,0.4183365102980148,0.05930850651665195,0.12906225301036775,0.1883707595270197,0.1402668650332419,0.6067072698250345,0.25276240953399354,73.67208122779351,0,0,0,12,12,12,0,0,84035.0,696.6516617341059,42.598192551816034,164.0339769628681,12,12,49705.0,49705.0,10756.0,20247.0,3327.0,0.5914797405842803,0.5914797405842803,0.12799428809424646,0.24093532456714464,0.03959064675432855,0.0
A86022,12,12,12,101439.0,8453.25,0.24810964083175802,5828.0,4407.0,1421.0,0.0,57.45324776466645,0.7561770761839396,0.2438229238160604,0.0,0.0,16.532708113534934,53779,48899,1628,3252,38868,10218,2769,1325,599,0,30235,2410,6590,6047,4171,2171,2150,8492,5,0,530.1609834481807,0.030272039271834732,0.7227356403056955,0.18999981405381283,0.5622082969188716,0.04481303110879711,0.1225385373472917,0.1673515684560888,0.11244165938377433,0.7295598653749605,0.15790550214767846,71.66036197215946,0,0,0,12,12,12,0,0,89669.0,883.9696763572196,59.22542804359155,165.44455680788303,12,12,55732.0,55735.0,6737.0,23832.0,3365.0,0.6215302947506942,0.6215637511291527,0.07513187389175746,0.26577747047474604,0.037526904504343754,5.382903897222421e-05
A86026,12,12,12,90718.0,7559.833333333333,0.7779535864978904,4416.0,3470.0,946.0,0.0,48.678321832491896,0.7857789855072463,0.21422101449275363,0.0,0.0,8.349966079344547,61849,57087,1819,2943,28205,26558,433,1472,5181,0,23196,8472,13653,8040,3879,2966,1641,8486,2,0,681.7720849225071,0.02941033808145645,0.4560300085692574,0.4294006370353603,0.3750424420766706,0.13697877087745963,0.22074730391760577,0.3577260747950654,0.1299940176882407,0.732768516871736,0.13720512861970283,95.4421483573075,0,0,0,12,12,12,0,0,83371.0,919.0127648316762,66.07811769823203,210.33590370376828,12,12,53425.0,53431.0,2237.0,20938.0,6765.0,0.6408103537201185,0.6408823211908218,0.026831871993858777,0.251142483597414,0.0811433232179055,0.00011230697239120262
A86040,12,12,12,79537.0,6628.083333333333,0.6432311144353029,22196.0,17674.0,4522.0,0.0,279.0650892037668,0.7962695981257885,0.20373040187421157,0.0,0.0,46.62273347724952,62904,57977,3116,1811,33509,20349,3967,2196,2883,0,39894,3326,6899,6081,4250,1819,616,6685,19,0,790.8772018054491,0.04953580058501844,0.5327006231718173,0.3234929416253338,0.6342045020984357,0.052874221035228285,0.10967506040951291,0.1625492814447412,0.09667111789393361,0.7967537835431769,0.10627305099834669,104.30946755057035,0,0,0,12,12,12,0,0,92232.0,1159.6112501100117,105.67638724394114,311.4823144155531,12,12,44746.0,44794.0,18256.0,23782.0,2973.0,0.48514615317894005,0.485666579928875,0.1979356405585914,0.2578497701448521,0.03223393182409576,0.0010727215840522057
A87004,12,12,12,293438.0,24453.166666666668,0.1838535708449093,6089.0,3564.0,2525.0,0.0,20.750550371799154,0.5853177861717852,0.4146822138282148,0.0,0.0,4.167156270325003,117948,106563,7293,4092,91362,19624,0,4331,2631,0,39166,4966,14563,16782,14415,13786,14197,42398,73,0,401.95203075266323,0.06183233289246109,0.7745955844948621,0.16637840404245938,0.33206158646183065,0.04210329975921592,0.12346966459795843,0.16557296435717433,0.14228303998372163,0.497634550819005,0.3594634923864754,46.438161842133155,0,0,0,12,12,12,0,0,237755.0,810.239300976697,74.42864145625066,200.69969098777256,12,12,94129.0,94174.0,29151.0,68109.0,43974.0,0.39590755189165316,0.3960968223591512,0.12260940884523985,0.2864671615738891,0.18495510083909908,0.00047806733312794145
A87008,12,12,12,108060.0,9005.0,0.6690063610440886,4909.0,3554.0,1355.0,0.0,45.428465667221914,0.7239763699327766,0.27602363006722347,0.0,0.0,8.20356089692496,50565,45684,3459,1422,24533,23093,100,2793,46,0,21264,2818,7279,6362,5284,3516,4030,12830,12,0,467.93448084397556,0.06840700088994364,0.485177494314249,0.4566992979333531,0.42052803322456245,0.05573024819539207,0.14395332740037575,0.19968357559576783,0.12581825373281916,0.6202116088203302,0.25373281914367646,40.593700673577125,0,0,0,12,12,12,0,0,73421.0,679.4466037386637,62.39353981825605,181.81684917850328,12,12,56226.0,56228.0,1818.0,14790.0,585.0,0.765802699500143,0.7658299396630391,0.024761308072622275,0.2014410046172076,0.00796774764713093,3.5570732401380144e-05
A87009,12,12,12,185424.0,15452.0,0.2464332036316472,4717.0,3405.0,1312.0,0.0,25.438993873500735,0.7218571125715497,0.2781428874284503,0.0,0.0,3.984586467898922,76607,68828,2878,4901,57872,15956,2080,0,699,0,25821,3861,6917,7838,7557,7104,17503,32164,6,0,413.1450081974286,0.037568368425861864,0.7554401033848082,0.20828383829153993,0.3370579712036759,0.05040009398618925,0.09029200986854988,0.14069210385473913,0.10231440991032151,0.47775007505841505,0.4198571932068871,46.20675424411099,0,0,0,12,12,12,0,0,129882.0,700.4594874449909,69.9234108681893,176.49015192852164,12,12,79601.0,79608.0,7455.0,35563.0,7256.0,0.6128716835281255,0.6129255786021157,0.057398253799602714,0.2738100737592584,0.055866093839023113,8.793859373625959e-05
A87011,12,12,12,75873.0,6322.75,0.5461070369792479,1730.0,1061.0,669.0,0.0,22.8012600002636,0.6132947976878613,0.38670520231213873,0.0,0.0,3.474700132680626,47628,41813,661,5154,28587,8767,9235,0,1039,0,21047,3553,3901,3401,8451,3437,3817,15705,21,0,627.7331857182397,0.013878390862517846,0.6002141597379692,0.1840723943898547,0.4419039220626522,0.07459897539262618,0.08190560174687159,0.15650457713949778,0.07140757537582934,0.59840849920215,0.32974300831443687,91.90604069947264,0,0,0,12,12,12,0,0,55206.0,727.6106124708394,60.1342636745407,185.08861072001366,12,12,43993.0,43993.0,1457.0,9503.0,253.0,0.7968880194181792,0.7968880194181792,0.02639205883418469,0.17213708654856355,0.004582835199072564,0.0
A87012,12,12,12,89733.0,7477.75,0.4302231782737295,1194.0,672.0,522.0,0.0,13.306141553274715,0.5628140703517588,0.4371859296482412,0.0,0.0,2.219808233346378,29297,26145,2369,783,25939,2860,0,18,480,0,10092,1082,4768,5145,2210,2088,3909,8207,3,0,326.49081163005803,0.0808615216575076,0.8853807557087756,0.09762091681742158,0.34447213025224427,0.03693210908966788,0.16274703894596718,0.19967914803563505,0.17561525070826364,0.5441512782878793,0.2801310714407618,51.42843633295652,0,0,0,12,12,12,0,0,101561.0,1131.8132682513678,82.32662172904325,269.80402982199985,12,12,41293.0,41293.0,21923.0,29941.0,4999.0,0.4065832356908656,0.4065832356908656,0.21586041886157087,0.29480804639576214,0.049221650042831404,0.0
